ID,Date,Time,Hour,Longitude,Latitude,Crime
1843,4/19/2014,20:54,20,72.8653,19.1772,"Assault(Simple),LarcencyMV,ChainSnatching,Robbery,PocketPicking"
1844,4/19/2014,22:35,22,72.86417429,19.16964324,Assault(Simple)
1845,4/19/2014,23:02,23,72.86276037,19.01452254,Housebreak
1846,4/19/2014,23:46,23,72.8462,19.0734,"Assault(Simple),Harrassment,LarcencyMV,Robbery"
1847,4/20/2014,2:27,2,72.8423,19.1771,"Assault(Simple),LarcencyMV,ChainSnatching,Robbery,PocketPicking"
1848,4/20/2014,4:43,4,72.8101521,19.13549669,PocketPicking
1849,4/20/2014,14:08,14,72.8078,18.9584,"MissingPerson,Sex Offender Violation"
1850,4/20/2014,15:55,15,72.8455,19.1015,"Assault(Simple),Robbery,LarcencyMV,ChainSnatching"
1851,4/20/2014,20:08,20,72.8433,19.1777,"Assault(Simple),LarcencyMV,ChainSnatching,Robbery,PocketPicking"
1852,4/20/2014,21:23,21,72.81481115,19.18060671,Threats
1853,4/21/2014,0:29,0,72.8341543,19.05331767,Harrassment
1854,4/21/2014,9:23,9,72.8474,19.1631,"Assault(Simple),LarcencyMV,ChainSnatching,Robbery,PocketPicking"
1855,4/21/2014,10:20,10,72.85948076,19.20079043,PocketPicking
1856,4/21/2014,12:01,12,72.9073,19.0485,"Assault(Simple),Robbery,Housebreak"
1857,4/21/2014,12:42,12,72.846,19.2611,"Assault(Simple),Harrassment,LarcencyMV,Robbery"
1858,4/21/2014,13:36,13,72.8441,19.1025,"Assault(Simple),Robbery,LarcencyMV,ChainSnatching"
1859,4/21/2014,14:12,14,72.89387011,19.16741295,Assault(Aggravated)
1860,4/21/2014,13:42,13,72.88119999,19.05729972,MissingPerson
1861,4/21/2014,16:17,16,72.9248,19.1407,"LarcencyMV,HitnRun,MissingPerson"
1862,4/21/2014,16:29,16,72.84428626,19.02900662,Harrassment
1863,4/21/2014,17:04,17,72.9201,19.1395,"LarcencyMV,HitnRun,MissingPerson"
1864,4/21/2014,18:08,18,72.832,19.1367,"Assault(Simple),Robbery,LarcencyMV,ChainSnatching"
1865,4/21/2014,19:08,19,72.8468,19.0193,"Assault(Simple),Harrassment,Threats"
1866,4/21/2014,19:50,19,72.8513,19.1769,"Assault(Simple),LarcencyMV,ChainSnatching,Robbery,HitnRun,MissingPerson"
1867,4/21/2014,19:30,19,72.9288,19.2631,"Assault(Simple),LarcencyMV,ChainSnatching,Robbery,PocketPicking"
1868,4/21/2014,20:22,20,72.90217087,18.9867336,Assault(Simple)
1869,4/21/2014,21:22,21,72.8426,19.2027,"Assault(Simple),Harrassment,Threats,Sex Offender Violation"
1870,4/22/2014,4:41,4,72.83632002,19.09756462,Housebreak
1871,4/22/2014,7:16,7,72.8444,19.1021,"Assault(Simple),Robbery,LarcencyMV,ChainSnatching"
1872,4/22/2014,10:10,10,72.8049,18.9591,"MissingPerson,Sex Offender Violation"
1873,4/22/2014,9:30,9,72.9144651,19.17634266,Assault(Aggravated)
1874,4/22/2014,10:16,10,72.89226997,19.1030079,HitnRun
1875,4/22/2014,9:59,9,72.9088,19.0913,"Assault(Simple),Harrassment,LarcencyMV,PocketPicking,Robbery"
1876,4/22/2014,11:06,11,72.8608,19.1158,"LarcencyMV,HitnRun,MissingPerson"
1877,4/22/2014,10:35,10,72.85720814,19.07813288,LarcencyMV
1878,4/22/2014,8:56,8,72.8333,19.0878,"Assault(Simple),Harrassment,Threats"
1879,4/22/2014,11:58,11,72.88095859,19.16397778,Assault(Simple)
1880,4/22/2014,13:22,13,72.8443,19.1031,"Assault(Simple),Robbery,LarcencyMV,ChainSnatching"
1881,4/22/2014,13:45,13,72.8394,19.2327,"Assault(Simple),LarcencyMV,ChainSnatching,Robbery"
1882,4/22/2014,14:43,14,72.8423,19.202,"Assault(Simple),Harrassment,Threats,Sex Offender Violation"
1883,4/22/2014,17:20,17,72.82308087,19.16427686,HitnRun
1884,4/22/2014,16:18,16,72.81004865,18.94294809,Assault(Aggravated)
1885,4/22/2014,17:24,17,72.8426,19.1785,"Assault(Simple),LarcencyMV,ChainSnatching,Robbery,PocketPicking"
1886,4/22/2014,17:56,17,72.8608,19.1144,"LarcencyMV,HitnRun,MissingPerson"
1887,4/22/2014,17:15,17,72.85818754,19.05828242,Harrassment
1888,4/22/2014,18:40,18,72.8213,19.2073,"Assault(Simple),Harrassment,Threats"
1889,4/22/2014,18:26,18,72.83588205,18.95921812,LarcencyMV
1890,4/22/2014,18:47,18,72.9112,19.1088,"Assault(Simple),Harrassment,LarcencyMV,Robbery"
1891,4/22/2014,20:32,20,72.8426,19.1049,"Assault(Simple),Harrassment,LarcencyMV,Robbery"
1892,4/22/2014,20:28,20,72.911,19.1103,"Assault(Simple),Harrassment,LarcencyMV,Robbery"
1893,4/22/2014,20:49,20,72.915,19.2766,"Assault(Simple),LarcencyMV,ChainSnatching,Robbery,PocketPicking"
1894,4/22/2014,21:29,21,72.8384,19.0101,"Assault(Simple),LarcencyMV,ChainSnatching,Robbery,PocketPicking"
1895,4/23/2014,7:52,7,72.9229,19.0672,"LarcencyMV,HitnRun,MissingPerson"
1896,4/23/2014,8:20,8,72.82679156,19.00378979,Robbery
1897,4/23/2014,11:22,11,72.8367,19.0136,"Assault(Simple),Harrassment,Threats"
1898,4/23/2014,11:35,11,72.8434,19.2031,"Assault(Simple),Harrassment,Threats,Sex Offender Violation"
1899,4/23/2014,11:41,11,72.8306,19.1875,"Assault(Simple),LarcencyMV,ChainSnatching,Robbery"
1900,4/23/2014,12:14,12,72.8121,19.2272,"Assault(Simple),Harrassment,Threats,Sex Offender Violation"
1901,4/23/2014,14:45,14,72.8322,19.0865,"Assault(Simple),Harrassment,Threats"
1902,4/23/2014,17:51,17,72.8124,19.2277,"Assault(Simple),Harrassment,Threats,Sex Offender Violation"
1903,4/23/2014,18:09,18,72.9327,19.2879,"Assault(Simple),Harrassment,Threats"
1904,4/23/2014,18:55,18,72.8654,19.1686,"Assault(Simple),LarcencyMV,ChainSnatching,Robbery,PocketPicking"
1905,4/23/2014,21:05,21,72.8214,19.2087,"Assault(Simple),Harrassment,Threats"
1906,4/23/2014,21:46,21,72.8595,19.1148,"LarcencyMV,HitnRun,MissingPerson"
1907,4/23/2014,23:53,23,72.8379,19.2344,"Assault(Simple),LarcencyMV,ChainSnatching,Robbery"
1908,4/24/2014,1:46,1,72.865,19.1764,"Assault(Simple),LarcencyMV,ChainSnatching,Robbery,PocketPicking"
1909,4/24/2014,6:15,6,72.9233,19.0644,"LarcencyMV,HitnRun,MissingPerson"
1910,4/24/2014,8:32,8,72.8325,19.0847,"Assault(Simple),Harrassment,Threats"
1911,4/24/2014,10:04,10,72.8468,19.0728,"Assault(Simple),Harrassment,LarcencyMV,Robbery"
1912,4/24/2014,11:13,11,72.8497,19.1633,"Assault(Simple),LarcencyMV,ChainSnatching,Robbery,PocketPicking"
1913,4/24/2014,11:50,11,72.86916095,19.14633198,Assault(Simple)
1914,4/24/2014,13:18,13,72.8719,19.096,"Assault(Simple),Harrassment,Threats,Sex Offender Violation"
1915,4/24/2014,13:55,13,72.9042,19.1302,"Assault(Simple),Threats,LarcencyMV,ChainSnatching"
1916,4/24/2014,14:25,14,72.8413,19.1786,"Assault(Simple),LarcencyMV,ChainSnatching,Robbery,PocketPicking"
1917,4/24/2014,14:40,14,72.89348042,19.019906,Assault(Aggravated)
1918,4/24/2014,16:06,16,72.8888,19.2866,"Assault(Simple),LarcencyMV,ChainSnatching,Robbery,PocketPicking"
1919,4/24/2014,17:19,17,72.87704443,19.16222602,Housebreak
1920,4/24/2014,17:49,17,72.81490426,18.97873531,LarcencyMV
1921,4/24/2014,18:32,18,72.8403,19.2329,"Assault(Simple),LarcencyMV,ChainSnatching,Robbery"
1922,4/24/2014,20:18,20,72.8463,19.0192,"Assault(Simple),Harrassment,Threats"
1923,4/24/2014,23:15,23,72.8327,19.0875,"Assault(Simple),Harrassment,Threats"
1924,4/25/2014,1:24,1,72.8206,19.2095,"Assault(Simple),Harrassment,Threats"
1925,4/25/2014,10:03,10,72.83307834,18.9837257,Assault(Simple)
1926,4/25/2014,11:18,11,72.8514,19.2613,"LarcencyMV,PocketPicking,Robbery"
1927,4/25/2014,12:57,12,72.84361724,19.04991668,Threats
1928,4/25/2014,13:17,13,72.91420646,18.94707541,HitnRun
1929,4/25/2014,15:26,15,72.8418826,19.06557146,LarcencyMV
1930,4/25/2014,14:51,14,72.81724586,19.07493698,Assault(Aggravated)
1931,4/25/2014,15:56,15,72.8438,19.2017,"Assault(Simple),Harrassment,Threats,Sex Offender Violation"
1932,4/25/2014,16:29,16,72.89133195,18.97844478,Assault(Simple)
1933,4/25/2014,16:47,16,72.9261,19.2918,"Assault(Simple),LarcencyMV,ChainSnatching,Robbery"
1934,4/25/2014,16:53,16,72.8444,19.103,"Assault(Simple),Robbery,LarcencyMV,ChainSnatching"
1935,4/25/2014,17:18,17,72.8605981,19.04153386,Robbery
1936,4/25/2014,18:12,18,72.83697525,19.16546464,MissingPerson
1937,4/25/2014,17:51,17,72.9238,19.1421,"LarcencyMV,HitnRun,MissingPerson"
1938,4/25/2014,19:03,19,72.8653,19.1691,"Assault(Simple),LarcencyMV,ChainSnatching,Robbery,PocketPicking"
1939,4/25/2014,19:46,19,72.847,19.0193,"Assault(Simple),Harrassment,Threats"
1940,4/26/2014,1:58,1,72.8202,19.2093,"Assault(Simple),Harrassment,Threats"
1941,4/26/2014,2:21,2,72.9288,19.2635,"Assault(Simple),LarcencyMV,ChainSnatching,Robbery,PocketPicking"
1942,4/26/2014,3:59,3,72.9163,19.2766,"Assault(Simple),LarcencyMV,ChainSnatching,Robbery,PocketPicking"
1943,4/26/2014,7:52,7,72.8383,19.2329,"Assault(Simple),LarcencyMV,ChainSnatching,Robbery"
1944,4/26/2014,9:42,9,72.8302,19.1862,"Assault(Simple),LarcencyMV,ChainSnatching,Robbery"
1945,4/26/2014,10:51,10,72.8226,18.972,"Assault(Simple),LarcencyMV,ChainSnatching,Robbery"
1946,4/26/2014,12:02,12,72.8443,19.1005,"Assault(Simple),Robbery,LarcencyMV,ChainSnatching"
1947,4/26/2014,13:00,13,72.85850136,19.12445631,Threats
1948,4/26/2014,11:30,11,72.9206,19.0648,"LarcencyMV,HitnRun,MissingPerson"
1949,4/26/2014,13:02,13,72.8212,19.2099,"Assault(Simple),Harrassment,Threats"
1950,4/26/2014,14:13,14,72.85,19.1769,"Assault(Simple),LarcencyMV,ChainSnatching,Robbery,HitnRun,MissingPerson"
1951,4/26/2014,15:23,15,72.8893,19.287,"Assault(Simple),LarcencyMV,ChainSnatching,Robbery,PocketPicking"
1952,4/26/2014,12:21,12,72.86735734,18.95659474,Assault(Simple)
1953,4/26/2014,14:28,14,72.8123,19.2273,"Assault(Simple),Harrassment,Threats,Sex Offender Violation"
1954,4/26/2014,15:40,15,72.8613,19.1505,"Assault(Simple),Harrassment,LarcencyMV,Robbery"
1955,4/26/2014,16:15,16,72.8433,19.1905,"Assault(Simple),LarcencyMV,ChainSnatching,Robbery,PocketPicking"
1956,4/26/2014,15:14,15,72.86704007,19.05578722,Assault(Aggravated)
1957,4/26/2014,17:11,17,72.867,19.0392,"Assault(Simple),LarcencyMV,ChainSnatching,Robbery"
1958,4/26/2014,17:38,17,72.82729505,19.17443709,ChainSnatching
1959,4/26/2014,23:51,23,72.90142253,19.16699423,PocketPicking
1960,4/26/2014,23:53,23,72.8325,19.1382,"Assault(Simple),Robbery,LarcencyMV,ChainSnatching"
1961,4/27/2014,2:51,2,72.8498,19.1794,"Assault(Simple),LarcencyMV,ChainSnatching,Robbery,HitnRun,MissingPerson"
1962,4/27/2014,4:43,4,72.8653,19.1685,"Assault(Simple),LarcencyMV,ChainSnatching,Robbery,PocketPicking"
1963,4/27/2014,5:09,5,72.85494586,18.96816492,HitnRun
1964,4/27/2014,7:00,7,72.90477111,19.09741935,HitnRun
1965,4/27/2014,11:24,11,72.8676,19.1692,"Assault(Simple),LarcencyMV,ChainSnatching,Robbery,PocketPicking"
1966,4/27/2014,11:30,11,72.8427,19.1031,"Assault(Simple),Harrassment,LarcencyMV,Robbery"
1967,4/27/2014,15:20,15,72.9033,19.1302,"Assault(Simple),Threats,LarcencyMV,ChainSnatching"
1968,4/27/2014,17:31,17,72.8463,19.0208,"Assault(Simple),Harrassment,Threats"
1969,4/27/2014,17:51,17,72.81429731,19.11630421,Assault(Aggravated)
1970,4/27/2014,17:28,17,72.8656,19.1779,"Assault(Simple),LarcencyMV,ChainSnatching,Robbery,PocketPicking"
1971,4/27/2014,21:35,21,72.8433,19.1788,"Assault(Simple),LarcencyMV,ChainSnatching,Robbery,PocketPicking"
1972,4/27/2014,22:46,22,72.90067418,19.01499252,MissingPerson
1973,4/27/2014,23:08,23,72.912,19.1104,"Assault(Simple),Harrassment,LarcencyMV,Robbery"
1974,4/27/2014,23:54,23,72.8463,19.021,"Assault(Simple),Harrassment,Threats"
1975,4/28/2014,0:13,0,72.8064,18.9598,"MissingPerson,Sex Offender Violation"
1976,4/28/2014,0:08,0,72.851,19.1805,"Assault(Simple),LarcencyMV,ChainSnatching,Robbery,HitnRun,MissingPerson"
1977,4/28/2014,0:11,0,72.8346,19.0154,"Assault(Simple),Harrassment,Threats"
1978,4/28/2014,13:43,13,72.8411,19.2335,"Assault(Simple),LarcencyMV,ChainSnatching,Robbery"
1979,4/28/2014,14:14,14,72.8592,19.1152,"LarcencyMV,HitnRun,MissingPerson"
1980,4/28/2014,15:33,15,72.90411243,19.1693527,ChainSnatching
1981,4/28/2014,14:43,14,72.9211,19.1402,"LarcencyMV,HitnRun,MissingPerson"
1982,4/28/2014,16:06,16,72.9123,19.1113,"Assault(Simple),Harrassment,LarcencyMV,Robbery"
1983,4/28/2014,15:45,15,72.8388,19.0101,"Assault(Simple),LarcencyMV,ChainSnatching,Robbery,PocketPicking"
1984,4/28/2014,17:21,17,72.8424,19.2402,"Assault(Simple),Harrassment,LarcencyMV,Threats,ChainSnatching"
1985,4/28/2014,18:11,18,72.87304407,19.03801325,MissingPerson
1986,4/28/2014,18:48,18,72.9142,19.2766,"Assault(Simple),LarcencyMV,ChainSnatching,Robbery,PocketPicking"
1987,4/28/2014,18:47,18,72.86043602,19.16153386,LarcencyMV
1988,4/28/2014,19:15,19,72.8481,19.196,"Assault(Simple),Harrassment,Threats"
1989,4/28/2014,19:57,19,72.83040568,18.95058748,Assault(Simple)
1990,4/28/2014,20:47,20,72.8438,19.2024,"Assault(Simple),Harrassment,Threats,Sex Offender Violation"
1991,4/28/2014,22:04,22,72.9024,19.1302,"Assault(Simple),Threats,LarcencyMV,ChainSnatching"
1992,4/28/2014,22:37,22,72.85831858,18.96575518,Assault(Aggravated)
1993,4/28/2014,23:15,23,72.8617,19.0253,"Assault(Simple),Harrassment,Threats"
1994,4/29/2014,1:42,1,72.864,19.1685,"Assault(Simple),LarcencyMV,ChainSnatching,Robbery,PocketPicking"
1995,4/29/2014,7:50,7,72.9045,19.1302,"Assault(Simple),Threats,LarcencyMV,ChainSnatching"
1996,4/29/2014,8:07,8,72.8351,19.0153,"Assault(Simple),Harrassment,Threats"
1997,4/29/2014,9:31,9,72.84262059,19.19574023,Sex Offender Violation
1998,4/29/2014,9:38,9,72.8645,19.179,"Assault(Simple),LarcencyMV,ChainSnatching,Robbery,PocketPicking"
1999,4/29/2014,10:04,10,72.841,19.2395,"Assault(Simple),Harrassment,LarcencyMV,Threats,ChainSnatching"
2000,4/29/2014,9:59,9,72.8501,19.1788,"Assault(Simple),LarcencyMV,ChainSnatching,Robbery,HitnRun,MissingPerson"
2001,4/29/2014,11:35,11,72.8422,19.2025,"Assault(Simple),Harrassment,Threats,Sex Offender Violation"
2002,4/29/2014,12:52,12,72.8731,19.0964,"Assault(Simple),Harrassment,Threats,Sex Offender Violation"
2003,4/29/2014,15:43,15,72.9034503,19.12950652,PocketPicking
2004,4/29/2014,15:55,15,72.81991852,19.18219611,ChainSnatching
2005,4/29/2014,16:25,16,72.8451,19.0718,"Assault(Simple),Harrassment,LarcencyMV,Robbery"
2006,4/29/2014,17:02,17,72.8394,19.2344,"Assault(Simple),LarcencyMV,ChainSnatching,Robbery"
2007,4/29/2014,17:16,17,72.8627,19.2407,"Assault(Simple),Harrassment,LarcencyMV,Threats,ChainSnatching,Robbery"
2008,4/29/2014,18:58,18,72.9318,19.2879,"Assault(Simple),Harrassment,Threats"
2009,4/29/2014,19:06,19,72.8653,19.1678,"Assault(Simple),LarcencyMV,ChainSnatching,Robbery,PocketPicking"
2010,4/29/2014,20:44,20,72.8297,19.1872,"Assault(Simple),LarcencyMV,ChainSnatching,Robbery"
2011,4/29/2014,23:47,23,72.8712,19.0978,"Assault(Simple),Harrassment,Threats,Sex Offender Violation"
2012,4/30/2014,8:44,8,72.8489,19.1645,"Assault(Simple),LarcencyMV,ChainSnatching,Robbery,PocketPicking"
2013,4/30/2014,9:41,9,72.8656,19.1679,"Assault(Simple),LarcencyMV,ChainSnatching,Robbery,PocketPicking"
2014,4/30/2014,10:34,10,72.8613,19.1154,"LarcencyMV,HitnRun,MissingPerson"
2015,4/30/2014,10:41,10,72.9268,19.2909,"Assault(Simple),LarcencyMV,ChainSnatching,Robbery"
2016,4/30/2014,11:37,11,72.8491,19.0203,"MissingPerson,Sex Offender Violation"
2017,4/30/2014,11:57,11,72.8665,19.1687,"Assault(Simple),LarcencyMV,ChainSnatching,Robbery,PocketPicking"
2018,4/30/2014,13:05,13,72.86864711,18.97469344,Assault(Aggravated)
2019,4/30/2014,14:32,14,72.90682992,19.10929716,LarcencyMV
2020,4/30/2014,15:03,15,72.844,19.1899,"Assault(Simple),LarcencyMV,ChainSnatching,Robbery,PocketPicking"
2021,4/30/2014,15:15,15,72.8438,19.2028,"Assault(Simple),Harrassment,Threats,Sex Offender Violation"
2022,4/30/2014,14:40,14,72.85326984,19.11814142,Assault(Simple)
2023,4/30/2014,15:10,15,72.888,19.2865,"Assault(Simple),LarcencyMV,ChainSnatching,Robbery,PocketPicking"
2024,4/30/2014,15:11,15,72.8436,19.1909,"Assault(Simple),LarcencyMV,ChainSnatching,Robbery,PocketPicking"
2025,4/30/2014,16:55,16,72.8471,19.195,"Assault(Simple),Harrassment,Threats"
2026,4/30/2014,16:55,16,72.8990361,18.97419782,Housebreak
2027,4/30/2014,17:30,17,72.84217228,19.1798291,Assault(Aggravated)
2028,4/30/2014,18:17,18,72.8722,19.0966,"Assault(Simple),Harrassment,Threats,Sex Offender Violation"
2029,4/30/2014,18:45,18,72.84626231,19.08331126,Harrassment
2030,4/30/2014,19:37,19,72.8505,19.1777,"Assault(Simple),LarcencyMV,ChainSnatching,Robbery,HitnRun,MissingPerson"
2031,4/30/2014,19:35,19,72.8649,19.1692,"Assault(Simple),LarcencyMV,ChainSnatching,Robbery,PocketPicking"
2032,4/30/2014,20:56,20,72.8421,19.2398,"Assault(Simple),Harrassment,LarcencyMV,Threats,ChainSnatching"
2033,4/30/2014,23:23,23,72.81941157,18.99434736,HitnRun
2034,5/1/2014,8:56,8,72.9269,19.2924,"Assault(Simple),LarcencyMV,ChainSnatching,Robbery"
2035,5/1/2014,8:44,8,72.89926026,19.19362102,ChainSnatching
2036,5/1/2014,9:39,9,72.8615,19.0261,"Assault(Simple),Harrassment,Threats"
2037,5/1/2014,9:59,9,72.9301,19.2895,"Assault(Simple),Harrassment,Threats"
2038,5/1/2014,12:20,12,72.8431,19.1057,"Assault(Simple),Harrassment,LarcencyMV,Robbery"
2039,5/1/2014,12:35,12,72.9244,19.1403,"LarcencyMV,HitnRun,MissingPerson"
2040,5/1/2014,12:19,12,72.8465,19.074,"Assault(Simple),Harrassment,LarcencyMV,Robbery"
2041,5/1/2014,12:16,12,72.8425,19.2017,"Assault(Simple),Harrassment,Threats,Sex Offender Violation"
2042,5/1/2014,12:41,12,72.8434,19.1897,"Assault(Simple),LarcencyMV,ChainSnatching,Robbery,PocketPicking"
2043,5/1/2014,13:33,13,72.864,19.1773,"Assault(Simple),LarcencyMV,ChainSnatching,Robbery,PocketPicking"
2044,5/1/2014,13:10,13,72.902,19.1317,"Assault(Simple),Threats,LarcencyMV,ChainSnatching"
2045,5/1/2014,14:57,14,72.90094317,19.1058449,Assault(Aggravated)
2046,5/1/2014,15:23,15,72.8351,19.0872,"Assault(Simple),Harrassment,Threats"
2047,5/1/2014,16:17,16,72.8674,19.1687,"Assault(Simple),LarcencyMV,ChainSnatching,Robbery,PocketPicking"
2048,5/1/2014,15:44,15,72.90396414,19.11364666,LarcencyMV
2049,5/1/2014,16:50,16,72.8055,18.9603,"MissingPerson,Sex Offender Violation"
2050,5/1/2014,17:38,17,72.8525,19.2591,"LarcencyMV,PocketPicking,Robbery"
2051,5/1/2014,18:00,18,72.8455,19.0737,"Assault(Simple),Harrassment,LarcencyMV,Robbery"
2052,5/1/2014,21:56,21,72.8442,19.1998,"Assault(Simple),Harrassment,Threats,Sex Offender Violation"
2053,5/2/2014,2:39,2,72.9084,19.092,"Assault(Simple),Harrassment,LarcencyMV,PocketPicking,Robbery"
2054,5/2/2014,8:58,8,72.85561489,19.14610981,Housebreak
2055,5/2/2014,9:43,9,72.8436,19.1786,"Assault(Simple),LarcencyMV,ChainSnatching,Robbery,PocketPicking"
2056,5/2/2014,11:29,11,72.8309,19.1371,"Assault(Simple),Robbery,LarcencyMV,ChainSnatching"
2057,5/2/2014,13:51,13,72.8417,19.1043,"Assault(Simple),Harrassment,LarcencyMV,Robbery"
2058,5/2/2014,15:44,15,72.8451,19.0739,"Assault(Simple),Harrassment,LarcencyMV,Robbery"
2059,5/2/2014,14:38,14,72.8801999,19.17082247,Assault(Aggravated)
2060,5/2/2014,15:49,15,72.84648647,19.17439436,LarcencyMV
2061,5/2/2014,16:15,16,72.9123,19.1096,"Assault(Simple),Harrassment,LarcencyMV,Robbery"
2062,5/2/2014,18:25,18,72.8435,19.1918,"Assault(Simple),LarcencyMV,ChainSnatching,Robbery,PocketPicking"
2063,5/2/2014,18:11,18,72.866,19.1693,"Assault(Simple),LarcencyMV,ChainSnatching,Robbery,PocketPicking"
2064,5/2/2014,19:28,19,72.9269,19.2919,"Assault(Simple),LarcencyMV,ChainSnatching,Robbery"
2065,5/2/2014,19:49,19,72.8392,19.234,"Assault(Simple),LarcencyMV,ChainSnatching,Robbery"
2066,5/2/2014,19:09,19,72.8718,19.0961,"Assault(Simple),Harrassment,Threats,Sex Offender Violation"
2067,5/2/2014,19:31,19,72.8127,19.229,"Assault(Simple),Harrassment,Threats,Sex Offender Violation"
2068,5/2/2014,20:56,20,72.8656,19.1694,"Assault(Simple),LarcencyMV,ChainSnatching,Robbery,PocketPicking"
2069,5/2/2014,21:44,21,72.8101,19.2279,"Assault(Simple),Harrassment,Threats,Sex Offender Violation"
2070,5/2/2014,22:45,22,72.8547,19.2537,"Assault(Simple),Harrassment,LarcencyMV,Threats,MissingPerson"
2071,5/3/2014,1:46,1,72.85279739,19.01771844,MissingPerson
2072,5/3/2014,3:11,3,72.8441,19.1035,"Assault(Simple),Robbery,LarcencyMV,ChainSnatching"
2073,5/3/2014,3:50,3,72.8619,19.0246,"Assault(Simple),Harrassment,Threats"
2074,5/3/2014,9:05,9,72.8456,19.1897,"Assault(Simple),LarcencyMV,ChainSnatching,Robbery,PocketPicking"
2075,5/3/2014,11:21,11,72.8459,19.1017,"Assault(Simple),Robbery,LarcencyMV,ChainSnatching"
2076,5/3/2014,10:43,10,72.8108,19.2279,"Assault(Simple),Harrassment,Threats,Sex Offender Violation"
2077,5/3/2014,13:14,13,72.86004978,18.98992096,Robbery
2078,5/3/2014,13:35,13,72.9099,19.0488,"Assault(Simple),Robbery,Housebreak"
2079,5/3/2014,14:39,14,72.8483,19.1934,"Assault(Simple),Harrassment,Threats"
2080,5/3/2014,1:33,1,72.86886438,19.05823969,Assault(Aggravated)
2081,5/3/2014,17:57,17,72.8889,19.2866,"Assault(Simple),LarcencyMV,ChainSnatching,Robbery,PocketPicking"
2082,5/3/2014,17:34,17,72.8452,19.1014,"Assault(Simple),Robbery,LarcencyMV,ChainSnatching"
2083,5/3/2014,19:20,19,72.89723594,19.05114719,ChainSnatching
2084,5/3/2014,20:21,20,72.89841191,19.02983551,Assault(Aggravated)
2085,5/3/2014,22:16,22,72.9318,19.2893,"Assault(Simple),Harrassment,Threats"
2086,5/3/2014,23:36,23,72.8646,19.1691,"Assault(Simple),LarcencyMV,ChainSnatching,Robbery,PocketPicking"
2087,5/4/2014,0:35,0,72.89138713,19.09409528,PocketPicking
2088,5/4/2014,4:35,4,72.8178,18.963,"Assault(Simple),Harrassment,Threats"
2089,5/4/2014,10:03,10,72.8481,19.1647,"Assault(Simple),LarcencyMV,ChainSnatching,Robbery,PocketPicking"
2090,5/4/2014,11:49,11,72.82237736,18.94270028,HitnRun
2091,5/4/2014,13:42,13,72.8436,19.104,"Assault(Simple),Harrassment,LarcencyMV,Robbery"
2092,5/4/2014,15:27,15,72.8206,19.2077,"Assault(Simple),Harrassment,Threats"
2093,5/4/2014,14:39,14,72.8192,19.208,"Assault(Simple),Harrassment,Threats"
2094,5/4/2014,17:27,17,72.8432,19.2019,"Assault(Simple),Harrassment,Threats,Sex Offender Violation"
2095,5/4/2014,20:17,20,72.8605,19.1162,"LarcencyMV,HitnRun,MissingPerson"
2096,5/4/2014,20:04,20,72.81525602,19.17634266,MissingPerson
2097,5/4/2014,20:05,20,72.9229,19.1409,"LarcencyMV,HitnRun,MissingPerson"
2098,5/4/2014,22:49,22,72.8333,19.0871,"Assault(Simple),Harrassment,Threats"
2099,5/5/2014,6:54,6,72.9126,19.1104,"Assault(Simple),Harrassment,LarcencyMV,Robbery"
2100,5/5/2014,6:41,6,72.8212,19.2095,"Assault(Simple),Harrassment,Threats"
2101,5/5/2014,8:12,8,72.8185,18.9624,"Assault(Simple),Harrassment,Threats"
2102,5/5/2014,8:19,8,72.8163,18.963,"Assault(Simple),Harrassment,Threats"
2103,5/5/2014,10:05,10,72.9246,19.1397,"LarcencyMV,HitnRun,MissingPerson"
2104,5/5/2014,10:22,10,72.8418,19.2014,"Assault(Simple),Harrassment,Threats,Sex Offender Violation"
2105,5/5/2014,9:51,9,72.8517,19.2612,"LarcencyMV,PocketPicking,Robbery"
2106,5/5/2014,10:15,10,72.87050935,19.10716086,Assault(Aggravated)
2107,5/5/2014,10:28,10,72.8897,19.2879,"Assault(Simple),LarcencyMV,ChainSnatching,Robbery,PocketPicking"
2108,5/5/2014,11:21,11,72.8401,19.008,"Assault(Simple),LarcencyMV,ChainSnatching,Robbery,PocketPicking"
2109,5/5/2014,11:36,11,72.8322,19.0868,"Assault(Simple),Harrassment,Threats"
2110,5/5/2014,12:03,12,72.8337,19.0866,"Assault(Simple),Harrassment,Threats"
2111,5/5/2014,12:30,12,72.81096252,19.14613544,Assault(Aggravated)
2112,5/5/2014,13:01,13,72.82,19.2096,"Assault(Simple),Harrassment,Threats"
2113,5/5/2014,13:56,13,72.8321,19.135,"Assault(Simple),Robbery,LarcencyMV,ChainSnatching"
2114,5/5/2014,14:18,14,72.8326,19.1373,"Assault(Simple),Robbery,LarcencyMV,ChainSnatching"
2115,5/5/2014,14:53,14,72.82188766,19.20286691,Robbery
2116,5/5/2014,15:06,15,72.86641243,19.12187567,Harrassment
2117,5/5/2014,15:36,15,72.8456,19.2583,"Assault(Simple),Harrassment,LarcencyMV,Robbery"
2118,5/5/2014,17:12,17,72.847,19.1653,"Assault(Simple),LarcencyMV,ChainSnatching,Robbery,PocketPicking"
2119,5/5/2014,18:39,18,72.8582772,19.07325358,Assault(Aggravated)
2120,5/5/2014,18:51,18,72.82247737,19.11013459,Sex Offender Violation
